City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Peleduy,RU,59.6289,112.7406,17.53,92,100,4.79,overcast clouds
453,Vila Velha,BR,-20.3297,-40.2925,78.8,83,0,6.91,clear sky
454,Kieta,PG,-6.2167,155.6333,83.62,73,95,7.67,light rain
455,Hefei,CN,31.8639,117.2808,57.99,94,0,6.71,mist
456,Weihe,CN,32.9952,105.3247,50.76,92,92,2.75,overcast clouds
457,Vanavara,RU,60.34,102.2797,21.29,95,100,6.17,light snow
458,Kargasok,RU,59.0556,80.8572,29.43,98,100,6.42,overcast clouds
459,Porto-Vecchio,FR,41.591,9.2795,51.8,87,5,1.14,clear sky
460,Bandarbeyla,SO,9.4942,50.8122,77.83,80,22,9.64,few clouds
461,Charters Towers,AU,-20.1,146.2667,82.81,49,0,12.95,clear sky
462,Correntina,BR,-13.3433,-44.6367,74.21,39,100,3.0,overcast clouds
463,Namtsy,RU,62.7161,129.6658,15.8,79,75,3.53,broken clouds
464,Saint-Louis,SN,16.3333,-15.0,82.4,30,0,4.61,clear sky
465,Itaituba,BR,-4.2761,-55.9836,80.6,83,40,5.75,scattered clouds
466,Aljezur,PT,37.3191,-8.8033,58.57,71,96,5.99,overcast clouds
467,Mackay,AU,-21.15,149.2,82.99,74,0,5.75,clear sky
468,Luanda,AO,-8.8368,13.2343,78.8,89,20,5.75,few clouds
469,Poso,ID,-1.3959,120.7524,82.99,74,100,2.89,overcast clouds
470,Bani Walid,LY,31.7566,13.9942,56.7,41,87,6.46,overcast clouds
471,Devonport,AU,-41.1667,146.35,61.0,69,43,1.99,scattered clouds
472,Palencia,ES,42.4167,-4.5,50.0,77,0,1.99,clear sky
473,Madera,US,37.1666,-119.8343,72.0,34,1,3.0,clear sky
474,Freetown,SL,8.484,-13.2299,82.4,74,40,8.05,haze
475,Mecca,SA,21.4267,39.8261,69.87,59,1,7.4,clear sky
476,Progreso,MX,21.2833,-89.6667,95.0,36,20,23.02,few clouds
477,Butajira,ET,8.1167,38.3667,60.4,30,100,5.28,overcast clouds
478,Bambous Virieux,MU,-20.3428,57.7575,77.0,94,75,5.75,broken clouds
479,Alpena,US,45.0617,-83.4327,34.0,86,90,10.36,overcast clouds
480,Colomi,BO,-17.35,-65.8667,66.2,55,40,11.5,scattered clouds
481,Lerwick,GB,60.1545,-1.1494,44.6,81,20,28.77,few clouds
482,Helong,CN,42.5397,128.9972,39.87,98,100,2.48,moderate rain
483,Aranos,NA,-24.1333,19.1167,67.08,43,0,10.04,clear sky
484,Aleksandrov Gay,RU,50.147,48.5704,34.74,97,100,6.71,overcast clouds
485,Lavrentiya,RU,65.5833,-171.0,-1.62,84,20,4.43,few clouds
486,Kyra,RU,49.5776,111.9753,25.52,54,100,19.39,overcast clouds
487,Tecoanapa,MX,16.5167,-98.75,82.15,54,0,6.8,clear sky
488,Lata,PT,40.1629,-8.3327,46.99,84,27,1.01,scattered clouds
489,Maragogi,BR,-9.0122,-35.2225,76.37,86,92,4.56,overcast clouds
490,Mildura,AU,-34.2,142.15,63.0,63,31,5.75,scattered clouds
491,Sherbakul,RU,54.6316,72.3963,23.0,93,100,2.24,overcast clouds
492,Voh,NC,-20.9667,164.7,89.44,52,1,5.37,clear sky
493,Mangrol,IN,21.1167,70.1167,77.74,57,27,10.6,scattered clouds
494,Salinas,US,36.6777,-121.6555,71.6,35,1,18.41,clear sky
495,Refojos De Basto,PT,41.5132,-7.9952,48.99,74,3,6.33,clear sky
496,Rawson,AR,-43.3002,-65.1023,67.62,31,92,21.92,overcast clouds
497,Warragul,AU,-38.1667,145.9333,61.0,76,99,7.0,overcast clouds
498,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.87,96,46,0.65,scattered clouds
499,Fairbanks,US,64.8378,-147.7164,27.0,80,90,3.44,light snow
500,Espinosa,BR,-14.9261,-42.8192,72.36,33,99,4.59,overcast clouds
501,Warmbad,NA,-28.45,18.7333,67.59,35,9,6.24,clear sky
502,Terrak,NO,65.087,12.3715,37.4,87,90,19.57,overcast clouds
503,Killybegs,IE,54.6333,-8.45,50.0,92,100,17.0,moderate rain
504,Brewster,US,41.3973,-73.6171,55.99,65,89,2.86,overcast clouds
505,Kirakira,SB,-10.4544,161.9205,85.17,74,41,11.03,scattered clouds
506,Shulin,CN,22.7454,108.423,71.6,94,90,2.24,overcast clouds
507,Waw,SS,7.7029,27.9953,79.86,48,2,4.05,clear sky
508,Lasa,IT,46.6166,10.7002,46.99,75,0,5.75,clear sky
509,Zhangye,CN,38.9342,100.4517,47.89,37,97,2.26,overcast clouds
510,Mount Isa,AU,-20.7333,139.5,86.0,21,32,17.27,scattered clouds
511,Shenjiamen,CN,29.9576,122.298,56.25,95,100,6.15,overcast clouds
512,Mehamn,NO,71.0357,27.8492,33.53,87,100,10.0,overcast clouds
513,Leninsk-Kuznetskiy,RU,54.6567,86.1737,28.4,100,75,4.47,light snow
514,Long,TH,18.0761,99.8326,84.99,83,91,2.48,overcast clouds
515,Kislyakovskaya,RU,46.4417,39.675,41.07,91,100,10.67,light rain
516,Skierniewice,PL,51.9548,20.1584,43.0,87,22,12.26,few clouds
517,Zaozerne,UA,45.1582,33.2787,44.53,70,46,4.81,scattered clouds
518,La Ronge,CA,55.1001,-105.2842,28.4,43,92,5.75,overcast clouds
519,Oromocto,CA,45.8351,-66.4792,27.0,68,90,9.22,overcast clouds
520,Ibotirama,BR,-12.1853,-43.2206,77.56,37,28,3.04,scattered clouds
521,Ankazoabo,MG,-22.2833,44.5167,66.99,95,1,4.32,clear sky
522,Champerico,GT,14.3,-91.9167,72.0,64,40,11.5,scattered clouds
523,Hasaki,JP,35.7333,140.8333,66.0,63,75,19.57,broken clouds
524,Bouca,CF,6.5105,18.2733,76.33,66,94,2.95,overcast clouds
525,Sikonge,TZ,-5.6333,32.7667,68.0,83,75,0.96,light rain
526,Kerman,IR,30.2832,57.0788,64.4,20,0,9.22,clear sky
527,Sausar,IN,21.65,78.7833,69.8,46,0,3.44,haze
528,Oistins,BB,13.0667,-59.5333,77.0,65,40,18.41,scattered clouds
529,Todos Santos,MX,23.45,-110.2167,73.99,50,58,8.01,broken clouds
530,Kangema,KE,-0.6833,36.9667,57.99,79,99,8.01,overcast clouds
531,Araouane,ML,18.9048,-3.5265,74.89,7,0,11.12,clear sky
532,Goderich,CA,43.7501,-81.7165,42.8,81,92,6.91,overcast clouds
533,Lovozero,RU,68.005,35.0117,33.85,98,100,8.59,overcast clouds
534,Seddon,AU,-37.8068,144.8916,62.01,72,75,10.36,broken clouds
535,Half Moon Bay,US,37.4636,-122.4286,75.2,72,1,9.22,haze
536,Whitehorse,CA,60.7161,-135.0538,30.2,64,90,11.5,overcast clouds
537,Marawi,PH,7.9986,124.2928,77.0,85,77,5.99,broken clouds
538,Hailar,CN,49.2,119.7,41.07,46,48,13.11,scattered clouds
539,Le Port,RE,-20.9373,55.2919,75.2,83,0,6.91,clear sky
540,Mahina,PF,-17.5065,-149.489,89.6,62,40,10.36,scattered clouds
541,Tadine,NC,-21.55,167.8833,82.53,70,6,13.67,clear sky
542,Zhigansk,RU,66.7697,123.3711,10.62,93,94,4.59,overcast clouds
543,Nishihara,JP,26.1842,127.7558,75.2,88,75,14.97,broken clouds
544,Torres,BR,-29.3353,-49.7269,72.79,89,100,4.27,overcast clouds
545,Campbell River,CA,50.0163,-125.2446,46.99,87,90,12.66,overcast clouds
546,Taunggyi,MM,20.7833,97.0333,61.95,38,12,1.77,few clouds
547,Benghazi,LY,32.1167,20.0667,56.64,62,4,6.82,clear sky
548,Berlevag,NO,70.8578,29.0864,35.73,94,100,17.81,overcast clouds
549,Mazara Del Vallo,IT,37.6641,12.588,55.4,71,0,12.66,clear sky
550,Sobolevo,RU,54.4299,31.8996,33.53,96,87,8.52,overcast clouds
551,Sassandra,CI,4.95,-6.0833,76.8,90,13,4.25,light rain
552,Bafra,TR,41.5678,35.9069,45.0,93,20,3.44,few clouds
553,Mombetsu,JP,44.3525,143.3525,41.5,65,85,4.07,overcast clouds
554,Kardla,EE,58.9978,22.7492,46.0,71,96,10.0,overcast clouds
555,Pingzhuang,CN,42.0372,119.2889,45.41,32,51,14.5,broken clouds
556,Edmundston,CA,47.3737,-68.3251,30.2,93,100,1.14,overcast clouds
557,Hofn,IS,64.2539,-15.2082,32.88,94,100,15.08,moderate rain
558,Omboue,GA,-1.5746,9.2618,78.75,87,75,5.26,broken clouds
559,Stokmarknes,NO,68.5646,14.9108,37.99,92,100,10.0,overcast clouds
560,Prince Rupert,CA,54.3161,-130.3201,44.6,93,90,13.8,light rain
561,Namatanai,PG,-3.6667,152.4333,84.7,68,94,10.29,light rain
562,Ahuimanu,US,21.4447,-157.8378,84.2,48,40,18.41,scattered clouds
563,North Myrtle Beach,US,33.816,-78.68,70.0,83,75,14.97,broken clouds
564,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.6,31,0,5.75,clear sky
565,Mamakan,RU,57.8161,114.0028,12.74,91,85,2.42,overcast clouds
566,Verkhnyaya Inta,RU,65.9811,60.3094,20.86,94,100,17.76,overcast clouds
567,San Andres,CO,12.5847,-81.7006,80.6,78,20,13.8,few clouds
568,Blagoyevo,RU,63.3667,47.9167,11.64,97,52,2.71,broken clouds
569,Kalanwali,IN,29.85,74.95,71.28,30,1,5.21,clear sky
570,Evensk,RU,61.95,159.2333,7.79,73,9,6.06,clear sky
571,Coahuayana,MX,18.7333,-103.6833,80.6,44,40,11.5,scattered clouds
572,Grindavik,IS,63.8424,-22.4338,33.8,93,90,20.71,snow
573,Grafton,US,42.207,-71.6856,55.4,47,1,5.75,clear sky
574,Urusha,RU,54.05,122.9,28.65,94,100,8.01,light snow
575,Sola,VU,-13.8833,167.55,83.12,73,36,14.94,scattered clouds
576,Dunedin,NZ,-45.8742,170.5036,60.01,85,87,11.99,overcast clouds
577,Furstenwalde,DE,52.3667,14.0667,36.0,86,44,3.0,scattered clouds
578,Chaozhou,CN,23.6651,116.6379,68.0,94,20,1.86,mist
579,Boa Vista,BR,2.8197,-60.6733,86.0,54,75,8.05,broken clouds
580,Along,IN,28.1667,94.7667,58.6,47,0,1.7,clear sky
581,Samarai,PG,-10.6167,150.6667,84.58,75,65,15.46,broken clouds
582,Sinazongwe,ZM,-17.2614,27.4618,72.3,79,87,1.59,overcast clouds
583,Sungaipenuh,ID,-2.0833,101.3833,66.07,89,100,1.61,overcast clouds
584,Lishui,CN,28.4604,119.9103,67.66,95,91,1.36,overcast clouds
585,Chicama,PE,-7.8447,-79.1469,73.44,73,67,7.29,broken clouds
586,Huarmey,PE,-10.0681,-78.1522,71.02,81,28,6.24,scattered clouds
587,Conde,BR,-7.2597,-34.9075,80.6,89,75,4.61,broken clouds
588,Saint-Augustin,CA,51.226,-58.6502,10.22,82,49,9.37,scattered clouds
589,Dunnville,CA,42.9001,-79.6163,44.01,93,74,3.44,broken clouds
590,Williamsport,US,41.2412,-77.0011,66.2,42,1,6.91,clear sky
591,Hay River,CA,60.8156,-115.7999,35.6,35,100,12.66,overcast clouds
592,Ossora,RU,59.2353,163.0719,19.24,83,100,14.92,overcast clouds
593,Mianyang,CN,31.4593,104.7542,57.92,71,0,1.19,clear sky
594,Liverpool,GB,53.4106,-2.9779,51.8,76,90,18.41,moderate rain
595,Skibbereen,IE,51.55,-9.2667,48.2,100,75,29.93,light intensity drizzle
596,Venice,US,27.0998,-82.4543,78.01,83,20,7.16,haze
597,Songea,TZ,-10.6833,35.65,68.0,94,75,14.97,light rain
598,Kuhdasht,IR,33.535,47.6061,38.16,37,0,8.32,clear sky
599,Rodrigues Alves,BR,-7.738,-72.6509,73.76,97,61,3.13,broken clouds
600,Yuanli,TW,24.4397,120.6535,77.0,78,40,5.75,scattered clouds
601,Linqu,CN,36.5156,118.5397,63.81,56,22,14.56,few clouds
602,Saryg-Sep,RU,51.5,95.6,13.66,89,46,2.95,scattered clouds
603,Zhangjiakou,CN,40.81,114.8794,38.8,37,16,20.4,few clouds
604,Neuquen,AR,-38.9516,-68.0591,69.8,21,0,4.61,clear sky
605,Nioro,GM,13.35,-15.75,78.67,35,11,9.28,few clouds
606,Banswada,IN,18.3833,77.8833,77.29,18,0,2.98,clear sky
607,Jibuti,DJ,11.5,42.5,75.2,73,1,10.16,clear sky
608,Chute-Aux-Outardes,CA,49.1168,-68.399,24.8,68,1,14.97,clear sky
609,At-Bashi,KG,41.1702,75.8106,36.07,91,100,3.47,overcast clouds
610,Tafresh,IR,34.692,50.013,36.86,28,0,8.37,clear sky
611,Carahue,CL,-38.7,-73.1667,60.8,67,0,6.91,clear sky
612,Tukrah,LY,32.5341,20.5791,53.29,72,7,4.21,clear sky
613,Marzuq,YE,14.4,46.4667,64.2,40,17,5.53,few clouds
614,Mandawar,IN,29.5,78.1333,68.0,24,0,0.47,clear sky
615,Eureka,US,40.8021,-124.1637,64.0,63,8,5.99,clear sky
616,Riyadh,SA,24.6877,46.7219,75.2,20,35,14.97,dust
617,Cooma,AU,-36.2333,149.1333,48.2,100,25,5.75,scattered clouds
618,Fraserburgh,GB,57.6874,-2.0184,45.0,77,100,26.82,overcast clouds
619,Gasa,PS,31.5,34.4667,55.0,100,37,1.01,scattered clouds
620,Ibra,OM,22.6906,58.5334,72.7,47,28,1.39,scattered clouds
621,Mount Gambier,AU,-37.8333,140.7667,59.0,88,40,8.05,scattered clouds
622,Lapeer,US,43.0514,-83.3188,53.01,71,40,6.91,scattered clouds
623,Macusani,PE,-14.0833,-70.4333,37.99,92,83,6.6,broken clouds
624,Bolshoye Nagatkino,RU,54.5196,47.9679,32.0,74,100,11.18,light snow
625,Boca Do Acre,BR,-8.7522,-67.3978,74.12,96,71,1.1,light rain
626,Wallenhorst,DE,52.35,8.0167,39.2,70,0,6.91,clear sky
627,Kastamonu,TR,41.5,33.6667,25.66,90,6,1.7,clear sky
628,Oliva,ES,38.9197,-0.1194,57.0,86,100,1.99,overcast clouds
629,Makarov,RU,48.6333,142.8,29.66,93,100,6.04,overcast clouds
630,Nanyang,CN,32.9947,112.5328,56.79,82,0,8.9,clear sky
631,Ta Khmau,KH,11.4833,104.95,78.8,89,20,6.91,few clouds
632,Ilebo,CD,-4.3167,20.5833,70.84,89,37,1.19,scattered clouds
633,Nueve De Julio,AR,-35.4444,-60.8831,63.0,90,100,1.99,overcast clouds
634,Palora,EC,-1.7,-77.9333,73.4,78,75,3.44,moderate rain
635,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.0,96,99,1.99,overcast clouds
636,Chibuto,MZ,-24.6867,33.5306,74.79,73,51,10.87,broken clouds
637,Bud,US,39.447,-86.1758,73.4,49,1,4.61,clear sky
638,Tirlyanskiy,RU,54.2109,58.5806,25.39,96,96,4.18,overcast clouds
639,Liman,UA,48.9884,37.8023,39.09,91,100,5.77,overcast clouds
640,Mudgee,AU,-32.5943,149.5871,68.0,72,0,2.33,clear sky
641,Chegem,RU,43.2833,43.1333,39.2,75,75,2.24,broken clouds
642,Biloela,AU,-24.4167,150.5,82.78,43,5,2.19,clear sky
643,Pecos,US,31.4229,-103.4932,75.2,11,1,9.22,clear sky
644,Turayf,SA,31.6725,38.6637,44.6,57,0,13.8,clear sky
645,Saint-Pierre,RE,-21.3393,55.4781,75.2,83,0,5.75,clear sky
646,Paita,PE,-5.0892,-81.1144,78.8,65,0,10.36,clear sky
647,Honiara,SB,-9.4333,159.95,87.96,64,25,8.77,scattered clouds
648,Kurchum,KZ,48.5722,83.6542,28.78,97,100,1.32,light snow
649,Kermanshah,IR,34.3142,47.065,35.6,44,0,13.8,clear sky
650,Padang,ID,-0.9492,100.3543,77.0,94,75,6.91,broken clouds
651,Paralimni,CY,35.0375,33.9833,48.0,65,0,8.05,clear sky
652,Novyy Urengoy,RU,66.0833,76.6333,-6.3,99,70,10.16,broken clouds
653,Alta Floresta,BR,-9.8756,-56.0861,77.0,94,40,1.14,scattered clouds
654,Soure,BR,-0.7167,-48.5233,77.67,82,76,9.1,broken clouds
655,Fort Nelson,CA,58.8053,-122.7002,41.0,45,90,8.05,overcast clouds
656,Arrifes,PT,37.7667,-25.7,51.8,82,20,1.48,few clouds
657,Thunder Bay,CA,48.4001,-89.3168,33.01,100,90,3.44,light snow
658,Severnyy,RU,50.677,36.5532,33.8,93,0,6.71,clear sky
659,Maues,BR,-3.3836,-57.7186,74.01,95,83,1.88,broken clouds
660,Loncoche,CL,-39.3667,-72.6333,64.4,59,6,4.61,clear sky
661,Asau,RO,46.4333,26.4,39.99,50,32,5.66,light rain
662,Mogadishu,SO,2.0371,45.3438,80.2,83,98,14.25,overcast clouds
663,Cape Coast,GH,5.1053,-1.2466,79.14,87,33,5.99,scattered clouds
664,Saint Anthony,US,45.0205,-93.218,37.99,87,90,13.8,moderate rain
665,Mayo,US,38.8876,-76.5119,59.0,58,1,10.36,clear sky
666,Aketi,CD,2.7388,23.7833,71.78,86,93,0.69,overcast clouds
667,Sorland,NO,67.667,12.6934,37.17,72,100,19.66,light rain
668,Sao Desiderio,BR,-12.3633,-44.9733,74.01,46,97,2.01,overcast clouds
669,Coihaique,CL,-45.5752,-72.0662,57.2,77,75,12.66,broken clouds
670,Mayskiy,RU,47.6931,40.1025,41.0,81,20,6.71,few clouds
671,Pemberton,CA,50.3164,-122.8027,42.8,81,90,5.75,overcast clouds
672,Yarqa,JO,31.9785,35.6947,44.6,76,75,1.88,broken clouds
673,Khorol,UA,49.7837,33.2783,38.03,91,8,4.65,clear sky
674,Dunhua,CN,43.3725,128.2425,38.5,93,100,3.76,light rain
675,Fukue,JP,32.6881,128.8419,62.6,94,75,5.75,light rain
676,Cabedelo,BR,-6.9811,-34.8339,80.6,89,75,4.61,broken clouds
677,Sumy,UA,50.9216,34.8003,33.58,94,36,2.33,scattered clouds
678,Montbeliard,FR,47.5167,6.8,37.99,87,0,3.44,clear sky
